PROGRAM_ID,CATEGORY_ID,KIND_ID,PRODUCTION_COUNTRY,PRODUCTION_YEAR
9459,1,141,Etats-Unis,1999
9484,1,63,Etats-Unis,1962
9507,9,239,France,0
9530,2,204,,2012
9531,8,67,France,
9536,1,31,Etats-Unis,1987
9568,1,68,Etats-Unis,1953
9569,1,131,France,2008
9598,8,94,France,0
9705,8,239,France,0
9815,6,174,France - Inde - Allemagne,2016
9829,8,137,France,
9832,5,37,,
9907,5,153,Canada,2018
9956,1,15,Etats-Unis - Grande-Bretagne - Italie,2014
9971,1,131,France,2014
9990,1,63,Etats-Unis,1993
10004,8,6,France,
10007,1,30,Etats-Unis - Grande-Bretagne - France,2010
10008,5,153,Suisse,0
10036,1,116,Etats-Unis,2004
10037,1,158,Etats-Unis,1993
10086,2,16,Grande-Bretagne,2010
10121,1,63,Etats-Unis - Grande-Bretagne,2013
10124,8,122,France,
10125,6,175,Etats-Unis,2013
10127,5,42,France,
10164,2,22,France,
10240,6,180,France - Italie,2018
10252,2,16,Etats-Unis,0
10261,6,174,Canada - France - Grande-Bretagne,2014
10262,6,174,France,2013
10284,5,135,France,
10305,2,16,Grande-Bretagne,1990
10348,1,14,France,2014
10368,1,14,France,2008
10432,1,1,Allemagne,2006
10456,6,174,France - Canada,0
10514,5,13,France,
10538,8,121,France,0
10549,5,153,,0
10599,8,4,France,0
10636,6,175,France - Canada,
10671,1,131,France,2011
10683,5,13,,
10684,5,13,France,
10732,8,5,France,
10757,1,1,Etats-Unis,2015
10769,1,68,Etats-Unis,1970
10778,8,159,Italie - Allemagne,
10822,5,13,,
10844,1,131,France,1985
10857,1,150,Etats-Unis,2005
10890,8,49,Grande-Bretagne,
10893,1,23,France,1952
10940,8,4,France,
10960,8,159,Italie - Allemagne,
10998,8,159,Italie - Allemagne,
11119,1,16,France - Allemagne,1976
11154,1,96,Allemagne - France,1994
11176,1,131,France - Italie,1961
11191,2,16,France,2009
11206,1,1,France,1986
11235,4,141,France,0
11242,4,36,Etats-Unis,0
11244,4,128,Etats-Unis,0
11248,3,36,Etats-Unis,0
11252,4,128,Etats-Unis,0
11257,4,36,Etats-Unis,0
11259,4,128,Etats-Unis,0
11278,1,14,Grande-Bretagne,1985
11303,1,5,Etats-Unis,1975
11333,5,51,,2018
11335,5,51,France,0
11337,6,28,France - Japon,0
11344,4,128,Etats-Unis,0
11352,1,63,France,2013
11462,1,1,Grande-Bretagne - France,2003
11468,1,148,France,1992
11493,4,128,,0
11495,4,128,Etats-Unis,0
11497,4,128,Etats-Unis,0
11516,1,27,Etats-Unis,2014
11555,1,23,Etats-Unis,1955
11565,4,155,,
11578,1,31,Etats-Unis,2013
11588,1,31,Grande-Bretagne - Etats-Unis,2005
11602,1,131,France,1934
11627,1,16,France,2007
11638,1,27,France,2005
11672,1,5,Grande-Bretagne,2010
11759,5,13,France,
11761,5,13,France,
11764,5,13,France,
11777,5,13,France,
11828,1,30,Etats-Unis,1965
11829,1,23,Etats-Unis,1951
11830,1,23,Etats-Unis,1950
11841,1,63,Etats-Unis,1993
11891,5,13,France,
11947,1,30,,2005
11971,1,14,France,2013
11981,1,131,France,1980
12003,5,65,,0
12012,1,1,Etats-Unis,1959
12032,1,31,Etats-Unis - Grande-Bretagne,1997
12037,1,68,Etats-Unis,1967
12130,1,63,Suède,2012
12147,2,23,Grande-Bretagne,0
12159,1,131,France,2008
12169,1,27,France,2007
12252,2,16,France,2013
12256,6,142,France - Belgique,1967
12269,1,16,France,2014
12276,1,63,France - Belgique,2011
12289,1,131,Italie - France - Allemagne,1965
12317,1,116,Roumanie,2014
12370,2,22,France,0
12383,1,27,Etats-Unis,2000
12453,8,67,,
12528,1,116,France - Belgique,2013
12551,1,63,Suède,2012
12597,1,14,France,2012
12607,1,33,Etats-Unis,2002
12623,1,14,France,1997
12695,6,28,Japon,0
12779,1,31,Etats-Unis - Allemagne,2000
12785,1,5,Etats-Unis,1962
12811,5,13,,
12812,5,13,France,0
12813,5,13,,
12814,5,13,France,
12826,5,13,France,
12828,5,13,,
12843,4,48,France,
12862,1,131,France,1972
12888,1,116,France,2007
12903,1,141,France - Italie,1954
12923,1,138,Etats-Unis - Canada - France,2005
12958,8,119,France,0
12967,1,116,Etats-Unis,1938
12977,1,63,France,2004
12983,1,14,Grande-Bretagne - Afrique du Sud,2010
12985,1,131,France,1978
13002,1,63,France,2009
13019,1,27,Etats-Unis,1996
13026,1,150,Corée du Sud,2013
13094,8,119,France,0
13154,1,131,France,1964
13190,1,116,Etats-Unis,2011
13232,1,146,Etats-Unis - France,1991
13238,1,27,Etats-Unis - Allemagne,2004
13369,1,1,Grande-Bretagne,2000
13554,6,175,France - Chine,
13592,1,33,Grande-Bretagne,1978
13612,8,67,Etats-Unis,
13660,3,77,Etats-Unis,0
13661,8,94,Etats-Unis,0
13752,1,131,France,2010
13820,2,16,Canada,
13835,1,142,France - Belgique - Luxembourg,2013
13838,1,131,France,2006
13883,2,16,Etats-Unis,
13897,5,20,France,2012
13967,1,131,France,2014
13987,8,159,France,
14090,1,68,Etats-Unis,1985
14161,2,34,Japon,2006
14166,1,27,Etats-Unis - Allemagne,2004
14173,1,131,France,1974
14179,6,237,France - Luxembourg - Corée du Sud,2013
14180,6,172,Grande-Bretagne,
14212,1,68,Etats-Unis,1965
14220,5,13,France,
14221,5,13,France,
14263,1,68,Etats-Unis,1993
14301,5,51,,0
14315,1,63,Etats-Unis,1998
14344,6,173,Allemagne - Japon,0
14375,9,12,,2014
14381,1,116,Etats-Unis,2009
14395,6,236,France,0
14411,1,158,France,2010
14491,5,13,,
14493,5,65,Grande-Bretagne,
14579,5,13,France,
14585,1,14,Etats-Unis,1964
14644,1,33,Etats-Unis,1998
14646,1,68,Etats-Unis,1971
14656,5,13,,
14705,5,13,,
14724,4,48,France,2019
14789,5,65,Etats-Unis,2014
14793,1,116,France,2010
14828,1,14,Etats-Unis,2010
14830,1,5,Etats-Unis,2003
14844,5,13,France,
14887,1,15,Etats-Unis,2012
14913,1,116,Etats-Unis,2011
15008,8,126,France,2015
15032,1,16,Belgique,2011
15037,8,94,France,0
15093,1,138,Etats-Unis,1993
15173,6,237,France,2017
15205,1,16,Canada,2002
15222,8,6,France,0
15272,8,6,France,0
15353,1,68,Etats-Unis,1953
15361,1,23,Grande-Bretagne - Irlande,1993
15378,8,8,France,0
15434,1,1,Grande-Bretagne - Etats-Unis,2001
15511,1,16,Allemagne,2015
15590,1,63,Canada - Etats-Unis,2003
15608,5,13,France,
15644,1,27,Etats-Unis,1994
15688,8,136,France,
15695,1,63,Danemark,2012
15749,1,146,Grande-Bretagne - Etats-Unis,1997
15759,1,63,Etats-Unis,2008
15774,8,137,,0
15809,6,172,France - Russie,
15830,1,149,Canada,2013
15844,1,31,Etats-Unis - Allemagne,2008
15845,1,14,France,2002
15952,1,34,,2013
15974,6,236,France - Allemagne,2020
15992,8,126,France,
16019,1,1,Etats-Unis,2004
16083,4,52,France,
16084,4,52,France,0
16085,4,52,France,
16093,4,52,France,
16095,4,52,France,
16096,4,52,France,
16099,2,22,France,
16103,8,123,France,
16120,1,14,France,2010
16151,4,36,Etats-Unis,0
16152,4,36,,
16169,3,78,France,
16286,1,27,France,2002
16321,8,121,France,0
16324,1,68,Etats-Unis,1975
16356,1,1,Etats-Unis,1942
16357,1,131,France,1982
16428,3,132,Etats-Unis,
16433,3,81,,
16446,3,132,,
16449,1,158,Etats-Unis,1955
16456,1,148,Etats-Unis,2014
16501,5,42,France,2020
16511,1,16,France,2015
16522,1,141,France,2002
16523,5,12,,
16532,1,68,Etats-Unis,1960
16554,1,63,Grande-Bretagne - Canada - Etats-Unis,2002
16558,1,138,Etats-Unis,2003
16589,8,126,Grande-Bretagne,
16609,1,63,Etats-Unis,2012
16658,1,158,France,2007
16663,1,63,Grande-Bretagne - France - Etats-Unis,2011
16674,4,128,,0
16720,1,68,Etats-Unis,1948
16749,6,236,Etats-Unis,2013
16856,3,81,,
16899,2,28,Etats-Unis,2013
16900,2,28,Etats-Unis,2014
16945,1,5,Etats-Unis,2004
16954,8,4,France - Canada,0
16968,5,97,,2016
17025,6,180,Etats-Unis,2014
17048,1,16,France,1958
17086,5,37,France,
17092,1,27,Etats-Unis,2000
17098,4,36,France,2017
17109,1,16,Grande-Bretagne - Etats-Unis - Australie,2008
17134,1,116,France,2015
17170,1,30,France,1996
17200,9,102,France,0
17254,2,33,Etats-Unis - Canada,2002
17255,1,116,France,2009
17256,1,116,France,2010
17283,1,31,Etats-Unis - Grande-Bretagne - Allemagne,2009
17304,8,122,Autriche,
17401,1,63,Etats-Unis,2001
17422,6,174,France,2015
17436,8,67,Suisse,2017
17487,1,141,Etats-Unis,1993
17501,1,27,Grande-Bretagne - Etats-Unis,2008
17519,3,81,,
17525,1,1,France,2012
17533,5,153,France,0
17536,5,153,,0
17538,5,153,France,0
17576,2,16,Etats-Unis,1988
17582,5,153,,
17600,8,67,France,2017
17617,4,36,,
17624,8,239,Grande-Bretagne,0
17650,5,41,France,
17655,1,131,France,2010
17669,1,176,Etats-Unis,2009
17686,9,6,France,0
17688,8,121,France,0
17750,8,6,France,1946
17762,8,136,France,2010
17766,8,94,France,2012
17778,1,14,France,2004
17799,1,27,Canada,2010
17916,1,16,Etats-Unis,1996
17986,1,131,France,1994
18033,3,152,France,0
18061,8,4,France,
18072,1,23,Canada,2015
18099,5,106,,
18100,5,106,,
18117,1,23,France,2013
18133,1,131,France,1977
18147,1,141,Etats-Unis,1991
18164,1,1,Japon,2004
18168,1,29,Japon,2003
18172,1,29,Espagne,2005
18201,8,123,France,
18232,8,121,France,
18333,6,176,Etats-Unis,2005
18364,6,180,Etats-Unis,2013
18372,1,63,Canada,2002
18451,8,121,France,
18473,8,6,France,0
18489,1,23,France - Suède,1966
18604,8,5,France,
18621,6,174,Etats-Unis,0
18624,1,149,France,2014
18659,1,146,Grande-Bretagne,0
18785,8,46,France,
18850,1,63,Canada,2003
18852,1,29,Japon,2010
18856,9,113,Grande-Bretagne,
18917,5,100,,2018
18918,5,98,,
18931,9,36,France,0
18950,1,158,Espagne,1961
19020,1,131,France,1969
19024,5,106,,0
19025,5,100,France,0
19037,9,12,,2008
19042,5,20,Luxembourg,
19055,8,121,France,
19143,1,158,Grande-Bretagne,2008
19237,2,6,Etats-Unis,0
19334,1,31,Japon,2009
19409,4,43,France,
19410,4,43,France,
19411,4,43,France,
19414,5,106,,2015
19476,1,63,Etats-Unis,2011
19489,1,23,France,1977
19563,1,27,Finlande - Grande-Bretagne - Allemagne,2014
19566,8,119,Afrique du Sud,
19582,1,158,France,2011
19589,6,172,France,0
19590,6,174,France,2014
19644,1,149,France - Italie,1974
19645,1,1,Etats-Unis - Grande-Bretagne,1998
19678,8,121,France,0
19709,8,119,France,
19745,3,81,,
19790,1,63,Etats-Unis,1964
19793,8,236,,
19806,6,181,Etats-Unis,
19809,5,65,Etats-Unis,0
19811,2,22,Etats-Unis,2020
19812,5,65,,
19813,5,65,,
19858,1,23,France,1960
19873,5,137,France,
19907,8,4,France,
19922,1,30,Grande-Bretagne,2011
19956,9,113,France,
19985,5,13,,
20041,1,16,France,1993
20059,1,68,Italie,1966
20103,8,61,Allemagne,
20105,2,22,France,2015
20125,5,13,France,
20130,1,16,Etats-Unis,2004
20162,6,180,Etats-Unis,2001
20179,1,63,Etats-Unis,2008
20192,1,27,Canada - Luxembourg,2014
20198,1,14,France - Italie,1954
20208,5,154,France,0
20228,8,49,France,0
20250,1,30,France,1992
20315,8,4,France,
20379,4,204,,
20462,1,68,Etats-Unis,1961
20475,8,119,France,0
20571,5,13,,
20579,1,23,Etats-Unis,1974
20625,1,23,Etats-Unis,1996
20631,1,148,Espagne,2009
20635,1,1,Japon,2005
20652,4,43,France,1981
20711,3,77,Etats-Unis,0
20791,6,175,Japon,2006
20844,1,16,France,2008
20849,1,141,France,1979
20867,1,14,France,1999
20892,1,141,Etats-Unis,1953
20920,8,4,France,
20927,5,41,,
20941,6,172,Etats-Unis - France,2015
21118,1,63,Canada,2004
21143,6,180,Etats-Unis,2003
21152,5,41,,
21174,1,131,France - Italie,1968
21192,4,36,France,0
21196,8,6,France,
21199,1,131,France,2013
21256,6,175,Japon,0
21321,5,51,,0
21374,6,180,Etats-Unis,2011
21388,5,98,France,
21408,1,146,France,2014
21422,9,36,France,0
21424,8,6,France,0
21426,9,101,France,
21464,9,36,France,2016
21480,9,101,,
21488,9,107,France,
21493,2,22,France,2013
21506,1,27,Etats-Unis,2008
21509,9,36,France,0
21514,1,146,France - Grande-Bretagne,2007
21530,9,101,,0
21531,9,101,France,0
21557,9,101,France,0
21558,9,101,France,
21559,9,36,,0
21560,9,101,France,0
21631,9,102,France,0
21634,9,101,France,0
21644,5,22,France,
21650,1,63,Etats-Unis,2008
21739,8,4,Grande-Bretagne,
21783,6,174,Etats-Unis,0
21798,9,101,Etats-Unis,
21843,6,180,Etats-Unis,2002
21866,5,12,,
21927,9,101,France,0
21962,1,68,Etats-Unis,1966
22045,3,36,France,1974
22046,8,94,France,0
22052,9,11,,
22104,6,180,France - Belgique - Suisse,1969
22142,1,142,Etats-Unis,1985
22185,1,142,Etats-Unis,2009
22199,6,176,France - Belgique,1972
22207,6,142,Etats-Unis,2008
22239,2,22,Etats-Unis,
22246,9,101,,0
22247,6,179,Canada - France - Allemagne,1999
22294,6,179,France - Canada,1989
22333,6,182,Etats-Unis,2012
22362,6,174,Canada,2017
22373,8,119,Etats-Unis,0
22375,1,142,Etats-Unis,2012
22382,9,130,France,
22470,8,4,Etats-Unis,
22480,8,4,France,0
22500,1,27,Etats-Unis,2001
22523,1,15,Etats-Unis,1955
22526,8,130,France,
22551,6,174,Etats-Unis,2015
22561,9,130,Etats-Unis,0
22580,1,5,France,2010
22615,1,141,France,1986
22627,6,172,Grande-Bretagne,2015
22643,6,180,France,1999
22670,8,119,France - Italie - Suisse,1996
22705,1,1,Canada,2007
22707,1,27,Etats-Unis,1980
22731,1,14,France,2012
22790,1,131,France,1984
22797,6,180,France - Belgique,2013
22813,1,116,Etats-Unis,2011
22852,1,131,France,1983
22888,1,14,France,1993
22925,4,43,France,
22970,9,101,France,
22993,6,175,Etats-Unis,2003
23077,9,101,France,0
23103,1,15,Etats-Unis,2006
23111,9,36,France,
23132,2,16,France,
23337,1,116,Australie - France - Etats-Unis,1990
23435,9,61,Etats-Unis,
23478,5,240,,0
23479,1,158,Etats-Unis,2012
23515,1,15,Etats-Unis,2008
23531,1,27,Etats-Unis,2008
23590,1,116,Etats-Unis,2008
23592,1,30,Etats-Unis,2006
23637,2,16,Etats-Unis,2015
23647,3,36,France,
23710,1,141,Etats-Unis,2009
23766,9,101,France,0
23824,8,129,Grande-Bretagne - Autriche,
23842,2,23,France,
23866,6,28,France - Canada - Etats-Unis,1985
23877,1,5,Etats-Unis,1985
23918,8,5,France,0
23924,1,30,Etats-Unis - Yougoslavie,1970
23958,8,135,Etats-Unis,0
23997,8,123,Espagne,
24075,6,174,France,2016
24090,9,12,,2015
24288,8,130,Grande-Bretagne,0
24337,3,38,Etats-Unis,0
24362,5,12,,2015
24398,9,12,,2016
24509,1,63,Etats-Unis,2011
24510,1,131,France,1961
24526,2,33,Etats-Unis,0
24566,1,30,Etats-Unis - Allemagne,2005
24575,1,131,France,1970
24629,9,62,France,
24630,8,121,Grande-Bretagne,2014
24733,9,130,France,
24800,8,6,France,0
24835,5,153,France - Allemagne,
24847,8,119,Grande-Bretagne,
24849,6,174,France,2014
24851,8,130,France,0
24879,1,30,Italie - France,1959
24881,6,180,Etats-Unis,2004
24928,5,51,France,0
24978,2,16,Etats-Unis,1978
25037,6,180,Etats-Unis,2005
25089,1,63,Etats-Unis - Allemagne,2008
25093,1,142,Allemagne - Japon,2009
25105,1,16,Etats-Unis,1975
25114,1,131,France,2013
25136,4,48,France,
25143,5,111,France,
25148,1,5,Grande-Bretagne,1959
25156,8,121,France,0
25178,1,116,Etats-Unis,2014
25236,1,63,Etats-Unis,2019
25242,1,116,Etats-Unis,1979
25256,4,52,France,
25257,4,52,France,
25298,5,97,Etats-Unis,
25324,9,101,France,
25454,2,34,,0
25608,4,48,France,
25615,8,4,Grande-Bretagne,
25660,4,43,France,
25662,4,43,France,0
25663,4,43,France,
25702,8,49,Grande-Bretagne - Autriche,
25714,1,27,Etats-Unis - Allemagne - Canada,2008
25767,7,83,Japon,2004
25777,9,11,,
25847,8,4,France,
25865,1,131,France,1979
25896,8,67,France,
25901,8,47,Grande-Bretagne,
25906,8,130,Allemagne,
25926,5,13,,
25962,1,148,France - Belgique,2012
25970,1,116,Canada,2015
26010,1,138,Afrique du Sud,2000
26036,6,236,France - Allemagne,2020
26104,1,68,Etats-Unis,1956
26136,1,5,Etats-Unis,1953
26148,1,33,Etats-Unis,1984
26149,1,33,Etats-Unis,1990
26162,1,116,Etats-Unis,2002
26199,2,22,France,2013
26204,1,141,France,2015
26234,8,5,France,2015
26316,9,55,,2018
26374,8,119,Nouvelle-Zélande,0
26392,1,23,Grande-Bretagne,1948
26403,1,29,Etats-Unis,1975
26423,1,138,France,2011
26468,8,49,,
26506,1,27,France,2000
26600,1,63,France,1972
26607,4,36,,0
26608,4,128,Etats-Unis,0
26692,1,149,Etats-Unis,2014
26702,6,181,Etats-Unis,0
26706,5,12,,2020
26753,5,20,France,0
26784,1,63,Etats-Unis,2012
26799,1,131,France,1975
26812,1,27,France,2003
26978,1,23,Etats-Unis,2010
26984,1,138,France - Japon - Chine,1998
27074,1,23,Etats-Unis,2002
27086,8,119,République tchèque,0
27093,8,119,Autriche,
27095,6,175,Etats-Unis - Grande-Bretagne,2013
27170,4,43,France,
27171,4,43,France,
27172,4,43,France,
27173,4,43,Réunion,
27174,4,43,France,
27178,1,14,France,2015
27261,6,179,Grande-Bretagne - France,2015
27300,3,108,,0
27304,6,172,France - Etats-Unis,2016
27312,1,141,Etats-Unis,1961
27316,5,37,,2016
27323,1,5,France - Italie,1961
27355,8,121,France,
27381,1,14,Etats-Unis,2006
27403,8,67,France,
27413,1,131,France,1984
27479,1,149,France,2013
27607,3,115,,0
27611,8,121,Grande-Bretagne - Belgique,
27657,6,179,Etats-Unis,2015
27694,1,142,Etats-Unis - Allemagne,1984
27700,8,6,France,2015
27705,1,30,Etats-Unis,1962
27716,2,33,Corée du Sud,0
27734,6,174,Japon,2017
27743,1,131,France,2015
27964,6,175,Japon,2008
28010,1,138,France,2014
28067,1,68,Etats-Unis,1949
28083,1,116,Canada,2013
28099,1,150,Etats-Unis,1983
28187,1,138,France - Allemagne - Hongrie,2010
28195,1,29,Etats-Unis - Canada,2001
28207,6,173,Etats-Unis,0
28308,8,119,France,0
28413,1,16,France,2011
28454,8,67,France,0
28498,8,94,Etats-Unis,0
28515,7,93,France,
28524,7,93,,
28526,7,93,France,0
28527,7,93,France,
28528,7,93,France,
28529,7,93,France,
28530,7,93,France,
28531,7,93,France,
28535,7,93,,0
28537,7,93,France,
28551,7,93,France,
28563,7,93,France,
28571,7,93,France,
28599,7,93,,
28698,1,148,Etats-Unis,1953
28730,1,116,Etats-Unis,1960
28827,6,236,France,
28841,1,5,Grande-Bretagne - Corée du Sud,2015
28865,1,131,France,2012
28937,5,204,,0
28950,4,107,France,
28971,8,67,France,
28976,1,14,Etats-Unis,1939
28992,1,68,Etats-Unis,1952
29024,1,14,France - Italie,1965
29038,6,180,Etats-Unis,2015
29085,1,148,Etats-Unis,2011
29139,1,16,Grande-Bretagne - Canada,0
29222,8,121,France,
29249,3,81,,
29255,8,49,Grande-Bretagne,
29284,9,61,,1964
29350,1,16,Allemagne,2013
29352,1,27,Etats-Unis,1959
29354,5,20,,2019
29376,8,119,Allemagne,
29405,1,27,Etats-Unis,2011
29406,1,18,France,2015
29410,8,4,France,0
29413,9,130,France,0
29444,1,31,Etats-Unis - Japon,1998
29465,8,121,France,
29476,6,142,France - Danemark,2006
29479,1,5,France - Tunisie,1986
29508,2,16,Grande-Bretagne,
29521,1,146,France,2012
29575,5,135,France,0
29615,3,77,,
29628,8,119,Grande-Bretagne,
29633,8,122,France,0
29732,1,30,Grande-Bretagne,1958
29746,6,174,Italie - Japon,1984
29777,8,119,France,
29806,1,116,Etats-Unis,2009
29822,4,236,,
29828,1,16,France,2005
29942,1,16,France,2008
29998,8,123,France,
30004,1,1,Etats-Unis,2012
30077,1,68,Etats-Unis,1951
30084,8,236,France,0
30085,8,126,Autriche,
30105,1,31,Etats-Unis - Grande-Bretagne,1984
30110,1,33,Etats-Unis,1994
30145,2,33,Etats-Unis,2018
30155,8,121,France,
30184,1,5,Etats-Unis,1954
30213,9,101,France,2016
30225,1,138,France,2012
30236,1,14,France,1946
30279,4,36,,
30306,8,121,France,
30318,1,68,Etats-Unis,1972
30328,5,62,,
30345,5,81,,
30393,8,4,France,0
30429,3,36,France,
30455,9,112,,
30461,1,1,Etats-Unis,1986
30501,6,174,Japon,2001
30538,7,93,France,
30558,1,68,Etats-Unis,1951
30582,1,116,Etats-Unis,2012
30611,8,123,France,
30635,8,137,Suède - Allemagne,2018
30679,8,129,France,
30739,1,63,France,2010
30782,2,22,France,2016
30819,1,146,Grande-Bretagne - Suède,2012
30886,1,131,France,1974
30901,9,11,,2015
30941,1,116,Etats-Unis,2010
30946,1,63,Etats-Unis,1981
31037,5,65,Etats-Unis,
31045,8,119,Islande,
31079,6,172,France,2017
31084,1,146,France,2010
31148,9,36,Suisse,2019
31182,9,112,Suisse,
31196,8,49,Belgique,0
31221,2,27,France - Canada,0
31241,1,31,Etats-Unis,1964
31326,1,131,France - Belgique,2011
31351,5,135,,
31353,3,81,,
31355,1,27,Etats-Unis,1974
31398,9,56,,2016
31442,8,67,Allemagne,
31447,2,27,Etats-Unis,
31451,5,20,,
31550,8,4,France,0
31592,5,51,,0
31636,1,141,France,1947
31689,4,43,France,
31695,7,93,France,
31703,8,126,France,0
31710,7,93,,
31757,6,175,Etats-Unis,
31763,6,175,Etats-Unis,2009
31773,4,127,,
32049,8,136,Etats-Unis,0
32051,8,204,Etats-Unis,0
32052,8,204,Etats-Unis,0
32057,8,204,France,0
32062,7,93,,
32125,3,36,,0
32163,1,14,France - Italie - Espagne,1972
32313,1,148,Etats-Unis,1949
32325,5,62,,
32326,5,106,,
32327,5,106,,
32342,6,179,Canada - Etats-Unis,2009
32393,1,131,France,1972
32394,1,131,France,1974
32395,6,174,France,2013
32489,6,175,Etats-Unis,2015
32500,8,126,Allemagne,
32508,1,23,Etats-Unis,2015
32510,4,43,Etats-Unis,0
32512,8,119,France,0
32576,1,148,Italie,1966
32591,1,14,France,1994
32604,5,65,Etats-Unis,0
32623,1,23,France,1974
32638,1,63,France - Belgique,2015
32667,6,28,Japon,2020
32746,1,131,France,1996
32866,2,16,Etats-Unis,2017
32917,2,33,France,2006
32931,1,141,Grande-Bretagne - France - Allemagne,2011
32959,8,119,Etats-Unis,0
32965,4,43,France,1990
33016,1,23,Etats-Unis,2016
33027,5,97,France,2020
33056,1,146,Etats-Unis,2016
33169,4,137,,2019
33170,5,240,,
33172,8,129,Grande-Bretagne,
33224,1,150,Etats-Unis,2009
33236,4,36,France,
33240,4,36,France,
33263,8,67,Allemagne,
33272,5,97,,
33273,5,97,,
33290,4,36,,
33342,8,49,,
33374,4,36,France,
33396,4,43,France,
33437,1,15,Etats-Unis,1937
33496,4,46,France,
33497,1,116,Etats-Unis,1954
33500,7,93,France,
33501,7,93,France,
33505,3,47,,
33583,4,19,France,2018
33593,8,49,Autriche,
33601,1,141,France - Belgique,2011
33686,6,237,,0
33699,2,150,,0
33731,1,1,Etats-Unis,1992
33774,8,46,Canada,0
33785,1,27,France,1994
33833,9,101,,0
33836,1,68,Etats-Unis,1960
33839,2,6,Grande-Bretagne,2015
33924,8,137,France,
33929,8,6,France,0
33946,1,16,Etats-Unis,1946
33950,5,13,,
33988,2,31,Etats-Unis,2018
34020,2,83,Japon,0
34021,5,106,,0
34046,5,13,France,
34048,8,4,France,0
34055,1,27,Etats-Unis,2011
34085,4,48,France,
34098,1,5,Etats-Unis,1953
34144,9,113,France,2016
34164,4,46,France,0
34195,2,22,Etats-Unis,2020
34201,8,135,France,2015
34216,8,4,Grande-Bretagne,
34218,8,122,France,
34239,5,13,France,0
34299,5,13,,
34304,9,6,,0
34333,5,20,France,
34344,3,47,France,
34407,1,68,Etats-Unis,1947
34409,1,116,France - Italie - Allemagne,1972
34411,6,174,Etats-Unis,2015
34458,6,172,France - Espagne,2013
34517,1,27,Etats-Unis,2015
34541,4,36,France,
34549,1,141,France,2014
34582,8,123,Grande-Bretagne,
34628,2,22,Etats-Unis,2016
34677,8,136,,
34698,8,123,,
34726,6,179,Etats-Unis,2018
34730,1,63,Etats-Unis,1994
34746,5,61,France,
34771,5,42,France,
34777,9,101,France,0
34797,2,83,,0
34800,9,107,France,
34807,8,130,France,2016
34810,5,42,France,2016
34835,1,63,Etats-Unis,2012
34886,9,101,France,0
34891,1,14,France,1995
34897,3,77,France,0
34920,4,239,,0
34921,4,236,France,
34922,8,239,France,0
34972,2,23,France,2019
34979,5,240,France,
35039,1,23,Etats-Unis,1999
35046,5,20,France,2015
35098,5,65,Canada,2019
35101,1,14,Etats-Unis,1987
35136,3,77,Grande-Bretagne,0
35173,1,16,France,2009
35185,9,102,Grande-Bretagne,
35211,6,174,France,2013
35216,6,172,France - Australie,2013
35218,6,175,Etats-Unis,1992
35219,6,175,Etats-Unis,1996
35220,6,175,Etats-Unis,2004
35234,6,175,Etats-Unis,2003
35244,6,175,Etats-Unis,1998
35245,6,176,Etats-Unis,1997
35272,1,29,Etats-Unis - Italie,1978
35298,8,123,Allemagne,
35310,8,6,France,
35312,8,8,France,0
35326,6,173,Etats-Unis - Canada,2015
35330,9,130,France,0
35346,6,176,Etats-Unis,2010
35349,6,236,France,2016
35380,8,49,,0
35426,8,65,Etats-Unis,0
35478,8,123,France,
35484,1,131,France,2000
35485,8,5,France,0
35526,6,175,Etats-Unis,2016
35542,6,174,Japon,
35559,7,93,,
35562,8,122,France,
35568,1,146,France,2008
35571,9,130,France,0
35584,6,175,Etats-Unis,2014
35617,1,63,Etats-Unis,2008
35619,6,176,Etats-Unis,2011
35640,2,22,France,2016
35711,3,152,,
35803,6,174,Etats-Unis,0
35818,1,16,France,1938
35855,6,175,Etats-Unis,2010
35917,8,49,France,0
35923,4,46,Etats-Unis,0
35924,4,36,Etats-Unis,0
35937,8,126,France,
35955,6,174,France,2016
36000,5,13,,
36008,6,174,Etats-Unis - Japon,2014
36030,1,27,,2005
36043,6,176,Etats-Unis,2014
36103,8,126,France,
36183,8,67,France,0
36203,4,43,France,
36214,1,14,France,2007
36227,2,22,France,2016
36267,6,173,Grande-Bretagne,2017
36467,8,204,Etats-Unis,0
36498,6,172,France,2015
36504,8,49,Grande-Bretagne,
36538,2,83,Japon,2009
36548,6,175,Etats-Unis,2014
36599,5,22,France,0
36713,1,142,France,2011
36745,8,23,France,0
36773,6,175,Etats-Unis,2014
36810,2,22,Etats-Unis,2020
36833,1,1,Etats-Unis,2010
36850,9,112,,2016
36903,1,141,Etats-Unis - Italie,1956
36912,8,119,Grande-Bretagne,
36914,1,5,France,1964
36934,8,65,Etats-Unis,
36936,1,15,Etats-Unis,2016
36939,2,83,Japon,0
36947,1,5,France - Italie - Allemagne,1964
36985,6,180,Belgique,1964
36997,1,141,Grande-Bretagne,1961
37032,9,130,France,
37084,4,43,France,
37089,6,174,France,2018
37163,8,119,France,0
37173,1,116,France - Italie,1973
37183,1,68,Etats-Unis,1956
37217,2,110,Etats-Unis,2018
37220,1,14,Etats-Unis,2002
37249,2,23,Etats-Unis,2016
37253,6,174,Etats-Unis,2015
37257,8,121,Australie,0
37285,6,237,Grande-Bretagne,2015
37366,5,65,Grande-Bretagne,0
